product_id,temporal_score,is_anomaly
B014KME162,0.0645,0
B014KT2EIC,0.2291,0
B014LFV1VG,0.0645,0
B014LHZLD8,-0.0,0
B014MBXXKG,-0.0,0
B014MF5VXY,0.4331,1
B014MLQJSY,-0.0,0
B014MUMYZM,0.2961,0
B014N7WPOY,0.2291,0
B014N7WPQW,0.2961,0
B014NGWH20,0.3924,1
B014O8LE2Q,-0.0,0
B014OJPW1Y,0.4857,1
B014P73N84,0.5042,1
B014P8G0SS,0.6869,1
B014Q121Y6,0.0645,0
B014Q32GPS,0.0645,0
B014QJY7DQ,0.4641,1
B014QM0W3W,-0.0,0
B014QM0W7I,0.5019,1
B014QUW8EK,-0.0,0
B014QZMBFQ,-0.0,0
B014QZRPV6,0.0645,0
B014R0IWRQ,0.0645,0
B014RDTJ70,-0.0,0
B014RL08Y0,-0.0,0
B014S5VT6Q,0.0645,0
B014SRAOVK,0.5135,1
B014SVG88Y,0.0645,0
B014T3QBLK,-0.0,0
B014T7JD34,-0.0,0
B014TA39DG,-0.0,0
B014TA44OO,0.4857,1
B014TK9P5C,-0.0,0
B014TKIBBQ,-0.0,0
B014TOT602,0.0645,0
B014TQ8LCO,-0.0,0
B014UJZW2M,-0.0,0
B014USS18K,-0.0,0
B014VB9XBU,-0.0,0
B014W40ZBS,-0.0,0
B014W4RISG,-0.0,0
B014X5WP5A,-0.0,0
B014X61YTM,-0.0,0
B014Y0BX3Y,-0.0,0
B014Z3MZPK,-0.0,0
B01503412O,0.0645,0
B0150DDKN0,0.0645,0
B0150TVG58,-0.0,0
B0150VWF5G,0.5178,1
B0152WVTHI,-0.0,0
B015353IZK,-0.0,0
B0153HGF62,-0.0,0
B0153IBPAW,-0.0,0
B0153QEP8I,-0.0,0
B0153QL1JE,-0.0,0
B0153R4C44,0.3838,0
B0153UU588,0.0645,0
B01543EEVI,-0.0,0
B01547RBX2,-0.0,0
B01557EHW4,0.8694,1
B0155FDDPS,-0.0,0
B0155VU5NK,0.0645,0
B0155W0Y3A,0.0645,0
B0155W221M,-0.0,0
B0155XAV0U,0.0645,0
B01570PJ6W,0.0645,0
B01576WFH2,-0.0,0
B0157F2RDK,-0.0,0
B0157UHEGK,0.3924,1
B0157VQ30M,-0.0,0
B01582DTWU,0.0645,0
B0158H7W4Q,0.0645,0
B01591Z23E,-0.0,0
B0159D9ZJ4,0.2961,0
B015AA25CA,-0.0,0
B015AERVRU,0.0645,0
B015AJKVCC,-0.0,0
B015BUKXL4,-0.0,0
B015CSKJ6Y,0.0645,0
B015CY7YM0,-0.0,0
B015CYZC92,-0.0,0
B015D019N8,-0.0,0
B015D461V4,-0.0,0
B015D5EGJ2,-0.0,0
B015E1HCBE,0.5042,1
B015F4SS9U,0.0645,0
B015F5LROC,0.5474,1
B015F5WWYQ,-0.0,0
B015FENI1I,-0.0,0
B015FNLBUY,0.0645,0
B015GB79MY,0.2291,0
B015GDUL2W,-0.0,0
B015GEZOAU,0.4627,1
B015GJJXZC,0.7849,1
B015GMS6R0,-0.0,0
B015GWPA0G,0.0645,0
B015H5B5PQ,0.0645,0
B015H5B5SS,-0.0,0
B015HLJF0W,0.0645,0
B015HX5964,0.0645,0
B015IHU77U,0.9894,1
B015IO4MOW,0.0645,0
B015JGPLHG,0.0645,0
B015JUYS1M,0.0645,0
B015K19VBM,-0.0,0
B015KCO2CY,-0.0,0
B015LA16VK,0.0645,0
B015LVJ6WA,0.0645,0
B015LZDQIG,0.419,1
B015N6GYR8,-0.0,0
B015N6H4HC,0.0645,0
B015NHSCWM,-0.0,0
B015NNIVZO,-0.0,0
B015NNYDNS,-0.0,0
B015NYHQHC,0.5042,1
B015OMYPFO,-0.0,0
B015ONIW20,0.3924,1
B015PINSGY,0.4641,1
B015PKP892,0.0645,0
B015PS18MU,0.0645,0
B015QDM6NE,0.0645,0
B015QOVN2I,0.0645,0
B015QYTMAS,-0.0,0
B015QZDY5G,0.4705,1
B015R2BRYS,-0.0,0
B015RKFAH0,-0.0,0
B015RMGH6G,0.4641,1
B015RR870U,-0.0,0
B015RYCCOU,0.0645,0
B015RYOWF2,-0.0,0
B015S20TAA,-0.0,0
B015SL9P1A,0.2291,0
B015TJJYXU,0.5438,1
B015TJVGC2,0.3332,0
B015TNTPVM,0.2953,0
B015U31P6O,0.5623,1
B015UVQ6IS,0.0645,0
B015VABFBG,-0.0,0
B015W1H29I,0.0645,0
B015W7U8YI,0.2291,0
B015WAUOQW,-0.0,0
B015WK6K10,-0.0,0
B015WKSYTQ,-0.0,0
B015WRLNBK,-0.0,0
B015WVQG3Q,0.2291,0
B015WVW8EW,0.5755,1
B015X3N3MK,-0.0,0
B015X5C608,-0.0,0
B015Y8LQN2,0.3924,1
B015YE34MC,-0.0,0
B015YEZ7Z4,0.6859,1
B015YQI7F4,0.0645,0
B015Z3NJHC,-0.0,0
B015Z4QCF2,-0.0,0
B015ZDIZ2G,-0.0,0
B01605NJ2E,0.4136,1
B01606LVDC,-0.0,0
B0160889Q2,-0.0,0
B01608EF5G,0.0645,0
B0160FWHQ8,-0.0,0
B0160X3CZ0,0.4309,1
B01617JI6C,0.0645,0
B0161DGFIA,-0.0,0
B0161HWM1K,-0.0,0
B0163GB1NE,0.419,1
B0163O1R2Q,-0.0,0
B0164QWWDQ,0.0645,0
B01659WHW8,0.4841,1
B0165Q4RW4,-0.0,0
B01676J20Y,0.0645,0
B0167GS66A,0.2291,0
B0167HKQ4O,-0.0,0
B0167JW63Q,-0.0,0
B0167JWV4A,-0.0,0
B0167XBHO6,0.49,1
B01683P5AC,0.5492,1
B0168CD4PG,0.0645,0
B0168LM53E,0.5011,1
B0168WGW8W,0.0645,0
B01695MZ9S,0.7849,1
B01698JO1C,-0.0,0
B01699WMHO,-0.0,0
B0169KE9CY,0.5011,1
B0169MVP2Y,0.2291,0
B0169VK0E4,-0.0,0
B0169Y84JE,-0.0,0
B016ADWEOU,0.0645,0
B016AEWDAY,0.4641,1
B016APMMQI,-0.0,0
B016APN8UM,-0.0,0
B016APSNKM,0.0645,0
B016AVFGJC,0.0645,0
B016AVKFH0,0.0645,0
B016AZZKMG,0.0645,0
B016B6LZU0,-0.0,0
B016BYHW6I,0.4934,1
B016C4D4RS,-0.0,0
B016C4IRJS,-0.0,0
B016C4IRSY,0.4136,1
B016D604OG,0.4136,1
B016D6UYBE,-0.0,0
B016DUORZ4,-0.0,0
B016DZFM2G,-0.0,0
B016E9PS20,0.0645,0
B016EE9AKQ,0.0645,0
B016FKBPZ2,0.2291,0
B016FL9CZ6,-0.0,0
B016FLMWJE,-0.0,0
B016FLXPGI,0.2961,0
B016FNSUMU,0.0645,0
B016FVG5PG,-0.0,0
B016G79JSO,-0.0,0
B016G7AL4A,-0.0,0
B016G7B4GE,-0.0,0
B016GFGPOM,-0.0,0
B016GYSFFA,-0.0,0
B016I2W7E0,0.0645,0
B016J46RTI,-0.0,0
B016JC67GS,-0.0,0
B016K4SRFY,-0.0,0
B016KFF00S,0.3332,0
B016KGPK1Q,-0.0,0
B016LLH7CA,-0.0,0
B016LX97YE,0.419,1
B016MAAFL0,0.0645,0
B016MNB4HQ,0.4857,1
B016N70H56,-0.0,0
B016NCQL10,-0.0,0
B016NROMS4,0.0645,0
B016OCMIR0,0.5474,1
B016OWPVWE,0.2961,0
B016OWPW1Y,0.5285,1
B016P0C0QK,-0.0,0
B016P5JDD8,-0.0,0
B016P7WU2W,0.2961,0
B016PHPEHK,0.3924,1
B016PHPFI8,0.0645,0
B016PXKRYY,0.0645,0
B016PZK68O,0.419,1
B016QLV44W,-0.0,0
B016QQTNWW,0.5485,1
B016RIWSDA,-0.0,0
B016RN5OFO,-0.0,0
B016U4AKGI,-0.0,0
B016U4AKI6,-0.0,0
B016UCUORA,0.0645,0
B016UCUW2M,0.3838,0
B016UCUYOI,0.0645,0
B016V2CBHU,0.2291,0
B016VDA8AQ,0.2291,0
B016VGQVS6,0.0645,0
B016VOUQFW,0.0645,0
B016VRPF0U,0.419,1
B016W74HXA,0.4641,1
B016WA2BVW,0.0645,0
B016WDEJBY,0.4349,1
B016WRVX2I,0.0645,0
B016WYXKXG,-0.0,0
B016X12138,-0.0,0
B016X2LAMU,-0.0,0
B016XR8MVW,0.4641,1
B016YAMJBC,0.5421,1
B016YAMKWA,0.0645,0
B016YH0REG,0.5463,1
B016YWCCEY,0.0645,0
B016Z9JP8M,0.0645,0
B016ZCJ2TQ,-0.0,0
B016ZLJINM,0.0645,0
B016ZM2TNW,0.2961,0
B016ZRHE2I,-0.0,0
B01709QDUY,-0.0,0
B0170FP8CC,0.418,1
B0170JZRBU,0.0645,0
B0170KYQVG,-0.0,0
B017146858,-0.0,0
B01715DMSS,0.0645,0
B0171AQJ2E,0.5474,1
B0171AQLRW,0.0645,0
B0171RSGLO,0.0645,0
B0171UQIUW,0.9555,1
B017211CHY,-0.0,0
B01728D3RO,0.0645,0
B01728D3RY,0.5275,1
B0172CDN48,0.0645,0
B0172H73HG,0.0645,0
B0172LSSEE,0.0645,0
B0172XKTBC,0.0645,0
B0173LT3PG,0.5042,1
B0173SQ1LI,0.2291,0
B0175O51QG,-0.0,0
B0176E19TI,-0.0,0
B0176E2C62,0.0645,0
B0176E6D3U,0.0645,0
B0176NYLF8,0.5019,1
B0176PV46K,0.6518,1
B0176QNMN2,0.2291,0
B0176V5W30,-0.0,0
B0176WBILO,0.6467,1
B017775454,-0.0,0
B0177I75CI,0.0645,0
B0178B8NJS,-0.0,0
B0178H2OWE,-0.0,0
B0178H33VU,0.419,1
B0178I19NS,-0.0,0
B0178K2V6K,0.2291,0
B0179GD5CC,0.4422,1
B0179JU2S4,-0.0,0
B0179XU712,0.0645,0
B017A4RRH2,0.0645,0
B017AD9QU4,-0.0,0
B017AGMC3O,0.5892,1
B017AJJ87Y,-0.0,0
B017BG6540,0.3332,0
B017BGJLBE,0.8134,1
B017BI89GK,-0.0,0
B017BI8YMY,0.0645,0
B017BTZX8G,0.0645,0
B017C0PVJA,-0.0,0
B017C1V25G,0.0645,0
B017C6ILDW,0.0645,0
B017CGC3TU,0.0645,0
B017CK5Q22,-0.0,0
B017CL56A8,0.0645,0
B017CPMGBQ,0.0645,0
B017D29YHC,0.0645,0
B017DKBA4Y,-0.0,0
B017DMH23A,-0.0,0
B017DYLYLE,-0.0,0
B017E1P4QC,0.2291,0
B017EEKW5M,-0.0,0
B017EEKW70,-0.0,0
B017EEKX2E,0.0645,0
B017ERH1VC,-0.0,0
B017F2OH2M,0.5438,1
B017FAC08W,0.0645,0
B017FHFARS,0.0645,0
B017FYTGHQ,0.6731,1
B017FYTGJ4,-0.0,0
B017G7YW1W,0.0645,0
B017GFCBVW,0.0645,0
B017GGO2EA,-0.0,0
B017GH7G5Q,0.2291,0
B017GK6F1Y,-0.0,0
B017H4L5BE,-0.0,0
B017HU7YOU,0.0645,0
B017HYAZBK,-0.0,0
B017HYB2BM,0.2291,0
B017I3PBBY,0.4639,1
B017IIV4XI,0.4641,1
B017IN7QEE,0.2291,0
B017J19GGQ,0.4857,1
B017JFZXI2,0.2291,0
B017JO1TXQ,0.6467,1
B017JR0P3S,0.0645,0
B017JSZKGY,0.6269,1
B017JXH2QK,-0.0,0
B017K5HH7Q,0.456,1
B017K9XWM6,-0.0,0
B017KCGFJA,-0.0,0
B017KTIYJW,-0.0,0
B017KTIZN2,-0.0,0
B017KVZSAI,0.0645,0
B017L00K60,-0.0,0
B017LJQ0LU,-0.0,0
B017LL1LPI,0.0645,0
B017LNP3ZK,0.4641,1
B017LQVQP8,0.0645,0
B017LRPYLO,-0.0,0
B017LTL4IE,0.0645,0
B017M3FY76,0.5474,1
B017M402PO,0.7591,1
B017MQFZEK,-0.0,0
B017N9XZP2,-0.0,0
B017NA063A,0.0645,0
B017NA0GTY,0.0645,0
B017NA0ND8,-0.0,0
B017NGT7SO,-0.0,0
B017O6I89M,-0.0,0
B017O89LD2,0.2291,0
B017OADAAA,-0.0,0
B017OBS9J6,0.2961,0
B017OW3TJA,0.3838,0
B017OWPBT6,0.0645,0
B017Q1Z3PW,0.2291,0
B017QDHK9M,0.0645,0
B017QJGIYE,0.4117,1
B017QJYWZ6,-0.0,0
B017RKST0I,0.5275,1
B017RWPKDK,-0.0,0
B017S4RW9M,0.6269,1
B017S9T0JC,-0.0,0
B017SEPX20,0.2291,0
B017SVTBQM,-0.0,0
B017TBHOTM,-0.0,0
B017UXLQGQ,0.2291,0
B017V5ANX0,0.2953,0
B017V7R606,0.0645,0
B017W41RN0,0.3332,0
B017W5LHIY,-0.0,0
B017WEJRU0,0.2291,0
B017WGYOO2,-0.0,0
B017WL4EQ0,-0.0,0
B017WPO3B2,0.4641,1
B017WQU1TO,0.0645,0
B017WTVQI6,-0.0,0
B017WWONMY,-0.0,0
B017X2K6R4,0.603,1
B017XBO9SC,-0.0,0
B017XD9GP6,0.6837,1
B017XW1W7W,-0.0,0
B017Y1147A,-0.0,0
B01800LTG0,0.456,1
B01800LU3W,0.0645,0
B0180VBNWO,-0.0,0
B0181LWMXW,-0.0,0
B0181M827G,-0.0,0
B0181U319W,-0.0,0
B0182HILM6,0.0645,0
B0182N7HUM,-0.0,0
B0182PKATA,0.5178,1
B0182RH3TI,-0.0,0
B0182S3M42,0.0645,0
B0182WGHUE,-0.0,0
B0182X03RQ,-0.0,0
B0182YM4IG,0.419,1
B0182YRUSA,0.4838,1
B0183J6CEC,-0.0,0
B01849RRZO,0.0645,0
B0184ABLDW,0.4841,1
B0184K0Y1M,0.0645,0
B01850QOWE,0.8039,1
B0185HKE32,0.0645,0
B0185LCXKA,0.2291,0
B0185WU0M2,-0.0,0
B018681Q64,0.5019,1
B0186AH6VG,0.7802,1
B0186AIAJ8,0.2961,0
B0186HSCYO,-0.0,0
B0186X17FY,0.5456,1
B0187UNKOC,0.0645,0
B0187VD3C0,-0.0,0
B01880U5XU,-0.0,0
B01881GKCE,-0.0,0
B01881NGDU,0.2291,0
B0188IBCBQ,0.0645,0
B0189HC87S,-0.0,0
B0189K2P0K,-0.0,0
B0189NUWI4,0.0645,0
B0189OQF8Y,0.5032,1
B0189RFU3W,-0.0,0
B0189YPBXO,0.0645,0
B0189YSNYS,-0.0,0
B018AJ02M8,0.4857,1
B018ASU0CQ,-0.0,0
B018B2UVWU,-0.0,0
B018B8OWU6,0.0645,0
B018BUJZX8,0.0645,0
B018BWIJ8S,-0.0,0
B018C0AXTW,0.5474,1
B018C0AXU6,0.8473,1
B018CJ98LC,-0.0,0
B018E022YY,-0.0,0
B018E71U5Y,0.0645,0
B018E71UTK,-0.0,0
B018ECU8FC,-0.0,0
B018EMIT8K,-0.0,0
B018EPHR4Y,-0.0,0
B018EYC72C,0.2961,0
B018F28B1Y,0.0645,0
B018FIUMG0,-0.0,0
B018FQFNUW,-0.0,0
B018FVRS5K,0.0645,0
B018FWWPO8,0.2953,0
B018FZ15Z0,0.0645,0
B018GOJV10,-0.0,0
B018GU4LI2,-0.0,0
B018GVSATM,0.0645,0
B018H1OG3U,0.3838,0
B018H97724,-0.0,0
B018I4BPPI,0.5492,1
B018IMMAWW,-0.0,0
B018IMMAXQ,-0.0,0
B018IMMBSA,0.0645,0
B018ISCKXA,0.0645,0
B018IU1KK2,0.6274,1
B018IUL0V6,-0.0,0
B018IVSK90,-0.0,0
B018IXJXU8,0.4136,1
B018JOF5ZI,-0.0,0
B018K6GHZC,0.6141,1
B018KT5CMS,-0.0,0
B018LXP0YI,-0.0,0
B018LY8396,-0.0,0
B018MM1QOQ,-0.0,0
B018MWIX06,-0.0,0
B018N2UV5A,0.0645,0
B018NFCW2M,-0.0,0
B018NLHMTO,0.5042,1
B018NQC4GA,0.0645,0
B018O9TJ00,0.0645,0
B018ORLQGC,0.2291,0
B018OSHSA4,0.456,1
B018R7LI62,-0.0,0
B018RF6UTY,-0.0,0
B018RUY280,0.2291,0
B018SA6E58,0.603,1
B018SP060C,-0.0,0
B018STZ1WG,-0.0,0
B018SUJJ3C,0.2961,0
B018T24L14,0.4641,1
B018T2SNBS,-0.0,0
B018T2SNCM,0.4857,1
B018T2SNCW,0.6446,1
B018T2SNE0,0.4641,1
B018T5GR22,0.4838,1
B018USUI3C,-0.0,0
B018UVNZT8,-0.0,0
B018UWMACK,0.0645,0
B018WCSZZ4,0.0645,0
B018WNQ6KO,-0.0,0
B018WYPGVS,0.4136,1
B018X1TJ2M,-0.0,0
B018YC1NQK,-0.0,0
B018YFOSIW,0.2291,0
B0190JGPZA,0.5563,1
B0190K63GA,-0.0,0
B0190NFLLA,0.3838,0
B0190QE4BK,0.0645,0
B0190WC3NA,-0.0,0
B019117NQC,0.5055,1
B0191BLA5M,0.0645,0
B0191H610U,0.5772,1
B0191J37SW,0.2291,0
B01928VQ76,0.0645,0
B0192I04WO,-0.0,0
B0192JNQ6Y,-0.0,0
B019328M8M,0.0645,0
B0193KYUJY,0.4857,1
B0193L66CM,-0.0,0
B0193MMH3S,-0.0,0
B0193QBZVE,0.2291,0
B019426C60,0.2961,0
B0194DNZMI,0.0645,0
B0194FTBWE,0.0645,0
B0194SQI0E,0.0645,0
B0194T0E6W,0.0645,0
B0195NGT8O,0.0645,0
B019612KQU,0.0645,0
B019612KS8,0.2961,0
B0196YNUKM,0.2291,0
B0197CZJNE,-0.0,0
B019823RXM,0.2961,0
B0198C42KO,0.4656,1
B0198Q5P8I,-0.0,0
B0198ZWNNE,0.0645,0
B01994NEKU,0.2953,0
B0199MA62G,-0.0,0
B019A4OAK6,-0.0,0
B019AG5M7A,-0.0,0
B019B1ZHME,-0.0,0
B019BCAMT6,0.44,1
B019BG6PB6,-0.0,0
B019C5KXFA,-0.0,0
B019C8G72A,0.3332,0
B019C9HYQM,0.3332,0
B019CZ5TQS,-0.0,0
B019D4MFP6,0.0645,0
B019DAKIV8,-0.0,0
B019DD2PRU,0.455,1
B019DDFSL0,-0.0,0
B019DJR9L6,-0.0,0
B019DKQBAK,0.0645,0
B019E61G1W,-0.0,0
B019EAVIXE,0.0645,0
B019EFFC0Y,-0.0,0
B019F8CLBI,0.5285,1
B019FCV4C6,0.3332,0
B019FCV7J6,0.0645,0
B019FDIXQU,-0.0,0
B019FHSEVA,-0.0,0
B019FT4ELC,0.2291,0
B019FT4Q06,0.8993,1
B019GBG0IE,0.9711,1
B019GEXWZK,-0.0,0
B019GKG1B6,0.5042,1
B019GLSQVI,0.0645,0
B019GM3N5Q,0.8498,1
B019GQ3UXC,-0.0,0
B019GVQROG,0.0645,0
B019HII7PK,0.3332,0
B019HUWPRO,-0.0,0
B019HX61OE,0.0645,0
B019HXBO28,0.0645,0
B019IIGF94,-0.0,0
B019JE1W2W,0.6513,1
B019JZNIC8,-0.0,0
B019KVXL96,-0.0,0
B019MFQ43K,0.0645,0
B019MOHY58,0.5042,1
B019MW1A78,0.0645,0
B019N8VNBO,0.6819,1
B019N8W1YM,-0.0,0
B019N8W6F6,0.2953,0
B019NBEIKY,0.2291,0
B019NNB17K,-0.0,0
B019NNB18E,-0.0,0
B019NNXXV2,0.2291,0
B019NXCBZ6,0.5055,1
B019NZSFS6,0.0645,0
B019O277A0,0.2953,0
B019OAIT22,0.6138,1
B019P1RPS4,-0.0,0
B019PM5PRQ,0.2291,0
B019PTEM96,0.0645,0
B019PU8BTW,-0.0,0
B019PY0P2Y,0.0645,0
B019QMC064,-0.0,0
B019QY5QVS,-0.0,0
B019QYK8WK,-0.0,0
B019QYLW84,-0.0,0
B019QYMEB8,-0.0,0
B019S2ED4O,-0.0,0
B019SW87CS,-0.0,0
B019SW87EQ,0.2291,0
B019TAEA4S,-0.0,0
B019VR06BK,-0.0,0
B019VXW3AG,0.0645,0
B019VY311A,0.0645,0
B019W6EGPC,-0.0,0
B019WY14S6,-0.0,0
B019X81S82,-0.0,0
B019XC70P8,0.0645,0
B019XF3I60,-0.0,0
B019YV849E,0.2291,0
B019Z0IKN4,-0.0,0
B019ZNCZX2,0.0645,0
B019ZZ07SK,-0.0,0
B019ZZ1DVK,0.2291,0
B01A075W8M,0.4457,1
B01A0B9MRU,0.5032,1
B01A0MFUIO,0.0645,0
B01A0S78XI,0.0645,0
B01A0S9YU8,-0.0,0
B01A17YJC6,0.0645,0
B01A1X8O1C,0.642,1
B01A283Y1G,0.0645,0
B01A2L0Y4I,-0.0,0
B01A2V64EW,0.456,1
B01A36K44W,0.3838,0
B01A3I5IGE,0.4917,1
B01A3NZHAG,0.0645,0
B01A3VM9OK,-0.0,0
B01A50XEP2,0.0645,0
B01A53WTHS,0.4641,1
B01A57IFHM,-0.0,0
B01A5TPXRU,-0.0,0
B01A5YXRX2,0.0645,0
B01A5Z0GWQ,0.0645,0
B01A67IDXC,0.0645,0
B01A6W91WY,0.5042,1
B01A78NCIG,0.2291,0
B01A7YTXJ2,-0.0,0
B01A7ZCE1K,-0.0,0
B01A7ZT1IY,0.5623,1
B01A8DBE3A,0.0645,0
B01A8SGK5W,0.3838,0
B01A8UW162,0.0645,0
B01A8YNG58,0.0645,0
B01A973LDQ,-0.0,0
B01A9ALC66,0.4641,1
B01A9ALC7K,0.3332,0
B01A9ALC8E,0.0645,0
B01A9ALC9S,-0.0,0
B01A9DVW8Q,-0.0,0
B01A9GUE6E,0.6269,1
B01AAYRMUQ,0.0645,0
B01AB4B2UG,0.5454,1
B01AB55AYO,-0.0,0
B01AB6830Q,-0.0,0
B01ABP11QK,-0.0,0
B01AC82KQQ,0.0645,0
B01ACPWHJE,-0.0,0
B01AD5TXKY,0.3332,0
B01AD9F34U,-0.0,0
B01AE5YZN8,-0.0,0
B01AE6ARXO,-0.0,0
B01AE7DOYM,-0.0,0
B01AFJRGWK,0.0645,0
B01AFQF01W,-0.0,0
B01AG8P0KK,0.4955,1
B01AGBACMS,0.419,1
B01AGPTFAE,-0.0,0
B01AH52E0G,-0.0,0
B01AHCTTN4,0.5019,1
B01AHGGN7A,-0.0,0
B01AHID3YE,0.0645,0
B01AHJY50Y,0.56,1
B01AHVGZNM,-0.0,0
B01AIITD9C,-0.0,0
B01AILMJEU,-0.0,0
B01AIQL694,-0.0,0
B01AISLTUI,0.2291,0
B01AJ4A4CA,0.2961,0
B01AKTGHFW,0.455,1
B01AKTK50U,0.5485,1
B01AKU8B0A,0.0645,0
B01AKUDT20,0.5285,1
B01AL8ZIRA,-0.0,0
B01AL9W2TG,0.5623,1
B01ALBYSKU,-0.0,0
B01ALFOC0W,0.4857,1
B01ALFRV4Q,0.0645,0
B01ALFS1MW,-0.0,0
B01ALFST1U,0.0645,0
B01ALFT3P6,-0.0,0
B01ALPJ4LO,-0.0,0
B01ALURT4I,0.0645,0
B01AM3TGY0,-0.0,0
B01AMPPF02,-0.0,0
B01ANID80C,-0.0,0
B01ANJXDRY,0.0645,0
B01AO44V6K,-0.0,0
B01AO7CL1Y,0.3838,0
B01AONIWZM,0.6565,1
B01AONX3B0,0.0645,0
B01AQ2E9IK,0.4136,1
B01AQ618BM,-0.0,0
B01AR19RZU,0.7755,1
B01AR39P8M,-0.0,0
B01ARBFV64,-0.0,0
B01ARHEHMC,0.6269,1
B01AS29GVS,-0.0,0
B01AS894AU,0.4641,1
B01ASEJTRC,-0.0,0
B01ASFE7ZU,-0.0,0
B01ASFKHAE,0.5506,1
B01ASI9Z2W,-0.0,0
B01ASXKTJ0,-0.0,0
B01AUJWLWA,0.0645,0
B01AVEZZ3G,-0.0,0
B01AVG3AK4,0.0645,0
B01AVG3VUS,-0.0,0
B01AVXUVC2,0.0645,0
B01AWBVFH8,0.0645,0
B01AWRCEP4,0.2291,0
B01AWTPOAE,0.0645,0
B01AWXGD3M,0.5019,1
B01AX2X5W4,0.3332,0
B01AX4J2Q0,-0.0,0
B01AX6W1EI,0.0645,0
B01AX9VVZK,-0.0,0
B01AXMNV4G,0.0645,0
B01AXOCJPQ,0.5042,1
B01AXP600K,-0.0,0
B01AY42P36,-0.0,0
B01AY9KCEU,-0.0,0
B01AYJWSTW,-0.0,0
B01AYLFLJE,-0.0,0
B01AYTGWA8,0.94,1
B01AZL71CS,0.2291,0
B01B02QKR8,-0.0,0
B01B17XTLC,-0.0,0
B01B1J3NAM,-0.0,0
B01B243Y7I,-0.0,0
B01B2FA59C,0.4656,1
B01B2HRLO2,-0.0,0
B01B2PBYXI,0.3838,0
B01B3QT7IK,0.2291,0
B01B3Z1FH2,0.0645,0
B01B48ZX94,-0.0,0
B01B4F2U5M,0.0645,0
B01B4ZE2F8,-0.0,0
B01B574RSW,0.0645,0
B01B5BMBNG,-0.0,0
B01B5KTY3W,0.0645,0
B01B5X8BJ2,0.4709,1
B01B68S1IW,-0.0,0
B01B69V54I,-0.0,0
B01B6I9SNO,-0.0,0
B01B6KNLVC,-0.0,0
B01B6WXOEY,-0.0,0
B01B8AE84E,-0.0,0
B01B8B8YL6,0.0645,0
B01B8US2SW,0.2961,0
B01B965B4I,-0.0,0
B01B96JHV6,-0.0,0
B01B9FZO5U,0.6495,1
B01B9YCJRC,-0.0,0
B01BA7RVZS,0.0645,0
B01BB8J2VW,-0.0,0
B01BBCAW4Y,0.5285,1
B01BBRNLEC,0.0645,0
B01BBSKV94,0.5285,1
B01BCQKHYE,0.0645,0
B01BCYPF4S,-0.0,0
B01BDYV6X6,-0.0,0
B01BE18NO8,0.3838,0
B01BE4ZLW2,0.2961,0
B01BE5ELDQ,-0.0,0
B01BEMJPVW,-0.0,0
B01BER9Y86,0.456,1
B01BERA5RA,-0.0,0
B01BERI5A4,-0.0,0
B01BERJDSM,-0.0,0
B01BEX4GU6,0.0645,0
B01BEYRHBA,0.5042,1
B01BFK3AGY,-0.0,0
B01BFMGEXI,-0.0,0
B01BFRJSM2,-0.0,0
B01BFVBXM6,-0.0,0
B01BH43UHC,-0.0,0
B01BH4AGDS,-0.0,0
B01BH8BR00,-0.0,0
B01BH8BVFQ,-0.0,0
B01BH8BY62,0.4641,1
B01BH8FGA2,0.5463,1
B01BHFMVBC,-0.0,0
B01BI52RW4,0.4641,1
B01BI52W06,0.456,1
B01BI78FCS,0.2291,0
B01BI7UUGW,0.0645,0
B01BIALZGI,-0.0,0
B01BIDW19K,0.7128,1
B01BIGL742,-0.0,0
B01BIRELDU,-0.0,0
B01BISAQHO,-0.0,0
B01BJ2V2CC,0.0645,0
B01BJ57YOE,0.0645,0
B01BJCLNIA,0.9815,1
B01BK1L3P8,0.0645,0
B01BKDLYIM,-0.0,0
B01BKGZ02A,0.0645,0
B01BKR5GUK,0.4656,1
B01BKR5IEE,-0.0,0
B01BKW8EK4,-0.0,0
B01BLEU4VS,-0.0,0
B01BLQ5D1C,0.4641,1
B01BLSJQLI,0.0645,0
B01BLU2PAK,0.2291,0
B01BLUZU7K,0.2291,0
B01BM0F6VO,-0.0,0
B01BM1UQTA,0.456,1
B01BM51FC8,-0.0,0
B01BMWNNP8,0.0645,0
B01BMY0EBM,0.0645,0
B01BMY0F2U,0.2961,0
B01BMY0H9Q,-0.0,0
B01BN117AG,-0.0,0
B01BN8X7IO,0.0645,0
B01BNE6OGU,0.2291,0
B01BNWD9BU,0.2291,0
B01BODV45Q,0.2953,0
B01BOGHYPW,0.3838,0
B01BPI6WDE,0.0645,0
B01BPNSRV4,-0.0,0
B01BQTZ09Y,0.0645,0
B01BQW8RO6,0.2291,0
B01BQXYWQM,-0.0,0
B01BR0GGP4,-0.0,0
B01BR32C1S,-0.0,0
B01BRBHAYY,-0.0,0
B01BRVADG6,0.419,1
B01BS52DWS,-0.0,0
B01BS58EC6,0.0645,0
B01BS5ALH2,-0.0,0
B01BS5CCYC,0.0645,0
B01BSFBDEW,0.3838,0
B01BT3FPPG,0.0645,0
B01BTG39WO,0.5474,1
B01BTRLUV0,0.0645,0
B01BTTA6HW,-0.0,0
B01BTZH64C,0.0645,0
B01BU6UAWA,0.4641,1
