review_id,product_id,fake_prob
r0009570,B00R1TAN7I,0.4958
r0009571,B007BI38RQ,0.524
r0009572,B01659WHW8,0.3742
r0009573,B0001D35FI,0.2091
r0009574,B07RM8YWSC,0.1696
r0009575,B00AX3YNPC,0.7038
r0009576,BS5RL57W9K,0.9008
r0009577,B00QUDWGNU,0.4632
r0009578,B07ZKSVH5F,0.032
r0009579,B07ZHFXNGF,0.4629
r0009580,B081QTPRMP,0.5835
r0009581,B07RS2BYQK,0.7876
r0009582,B07D67NQ6D,0.6498
r0009583,B01MED3U8Y,0.4545
r0009584,B07SQH22VV,0.6977
r0009585,B07GSHZCNV,0.5387
r0009586,B019GBG0IE,0.1632
r0009587,BIHH989GO9,0.9777
r0009588,B00ANITKC8,0.5611
r0009589,BU5LABB982,0.951
r0009590,B003NV9R2U,0.6667
r0009591,B00CP3KU4Q,0.4385
r0009592,B091CDNTXN,0.3283
r0009593,B0972ZSC4X,0.6003
r0009594,B0719KWG8H,0.573
r0009595,B9Y5MO1VRF,0.9396
r0009596,B081824CXY,0.3742
r0009597,B08GCCYP3T,0.2361
r0009598,B07N1WK985,0.4281
r0009599,B01M75BAJ2,0.7874
r0009600,B09WDRXK9F,0.2472
r0009601,B086JJBF6L,0.3435
r0009602,B07GSD3R6V,0.6646
r0009603,B0B5Q96H8R,0.732
r0009604,BC0Y5112TY,0.8143
r0009605,B08NPD56T9,0.2759
r0009606,B22AXFQ3JX,0.9774
r0009607,B09F67D61S,0.4166
r0009608,B01EWACUE2,0.3193
r0009609,B08WXFNCGF,0.4811
r0009610,B07FPS2VFK,0.3586
r0009611,B5MFH60FWE,0.9236
r0009612,B00BRIG2II,0.3982
r0009613,B085NYYLQ8,0.7431
r0009614,B08FYNSXRD,0.1026
r0009615,B0753YCXVJ,0.4028
r0009616,B098QN5VNW,0.5371
r0009617,B07X8YD95J,0.3492
r0009618,B08C9NTS54,0.8028
r0009619,B07HM1XNBV,0.1852
r0009620,B079GXPKDC,0.7063
r0009621,B077D3MNHF,0.8708
r0009622,B00VITFE44,0.8387
r0009623,B08CS5LR4M,0.461
r0009624,B014BVW62S,0.8043
r0009625,B00LBPQ156,0.7588
r0009626,B01LYEOHLD,0.2849
r0009627,B07X96H1ZR,0.1521
r0009628,BGGW7PE9NP,0.9669
r0009629,B08CRL4GM8,0.1757
r0009630,B019C9HYQM,0.3632
r0009631,B01HJOLTWC,0.1491
r0009632,B07S2J18BP,0.6706
r0009633,B078PM8RS9,0.4942
r0009634,B07N8FJQYJ,0.1589
r0009635,B085SWLNQG,0.6074
r0009636,B0753ZRR22,0.5677
r0009637,B23J1DCXMV,0.9015
r0009638,B08D3LNVQR,0.6916
r0009639,B00QWGCMXO,0.3142
r0009640,B01LCXJG26,0.4536
r0009641,B005BZQHEC,0.9582
r0009642,B09334J867,0.6134
r0009643,B083DJCNRC,0.2281
r0009644,B000GBICYE,0.7083
r0009645,B071G9VHDH,0.5805
r0009646,B000YB3UDY,0.423
r0009647,B00ROE0KLE,0.908
r0009648,B01KD9YV2U,0.4813
r0009649,B001JKN0HK,0.5856
r0009650,B01HRAT286,0.125
r0009651,B0765M95MN,0.1191
r0009652,B01IAE2Q72,0.3207
r0009653,B079J49XFM,0.6107
r0009654,B000050FDE,0.2677
r0009655,B085VVCZKQ,0.6476
r0009656,B07L2TYW7T,0.3682
r0009657,B016P5JDD8,0.3752
r0009658,B017NA0GTY,0.7411
r0009659,B00CXEYJUI,0.8656
r0009660,BJQSWH9HDO,0.98
r0009661,B06XH3Y6VZ,0.5103
r0009662,B06XHJ7VDQ,0.3687
r0009663,B0143XDZU6,0.2635
r0009664,B073X4RQXG,0.3358
r0009665,B07GCCHZRR,0.3345
r0009666,B087YW7L2J,0.3067
r0009667,B09QKFCRNQ,0.8714
r0009668,B01MQS1N83,0.1594
r0009669,B09CNJJF6N,0.4148
r0009670,B00XYKW74A,0.3096
r0009671,B077SWWJL8,0.4764
r0009672,B082KC661P,0.2752
r0009673,B07CTBC3NZ,0.4022
r0009674,B00AJOJ0GW,0.2577
r0009675,B07TB2JG2F,0.2719
r0009676,B06XSYVKVD,0.4674
r0009677,B07PBMDWBS,0.3344
r0009678,B07ZJL1BLX,0.848
r0009679,B08SWV1X6D,0.7742
r0009680,B07TLD6JKT,0.293
r0009681,B084D8CY2B,0.8451
r0009682,B07L2M28CB,0.34
r0009683,B092W2RQYS,0.8672
r0009684,B01LN0OQYG,0.2468
r0009685,B01N5PTQNP,0.7958
r0009686,B002BPY7H4,0.2629
r0009687,B00MQ6BE92,0.344
r0009688,B09NMDKNDS,0.7273
r0009689,B07R33KMSJ,0.2637
r0009690,B008J1H6TK,0.3388
r0009691,B07ZHN8SDJ,0.695
r0009692,B009OCJLZA,0.1888
r0009693,B00WUPUYCC,0.5666
r0009694,B06XKWVGQZ,0.309
r0009695,B07TK2PSJF,0.568
r0009696,B006NEXIWE,0.5867
r0009697,B0983R9X7M,0.4932
r0009698,B089KH3WY9,0.2257
r0009699,B08973Z6LM,0.5722
r0009700,B001E77MMC,0.536
r0009701,B00EEN2HCS,0.1451
r0009702,B0944BGWPN,0.2742
r0009703,B07DGVBDW9,0.5467
r0009704,B084C2C1C1,0.4991
r0009705,B0713XVF7J,0.6745
r0009706,BLE3CHVGI5,0.969
r0009707,B0895PLYG9,0.8513
r0009708,B074CQC2NG,0.5725
r0009709,B01BY2OFFI,0.2948
r0009710,B07PPLGRM2,0.2853
r0009711,B000EHWHHI,0.6856
r0009712,B09V1VJ3TZ,0.6928
r0009713,B00WHIULXY,0.3271
r0009714,B01183QQDW,0.7595
r0009715,B00I529DTO,0.5643
r0009716,B000FEGUIM,0.3475
r0009717,B073VK56BW,0.6538
r0009718,B08S73BTM6,0.3794
r0009719,B01ENDFXJW,0.6942
r0009720,B089LKB7NN,0.4318
r0009721,B06XKS989B,0.5413
r0009722,B07NXW5397,0.3861
r0009723,B17AL9PQZE,0.943
r0009724,B07N4BT9LL,0.7631
r0009725,B079NV9PBG,0.7774
r0009726,B0092MCQZ4,0.7594
r0009727,B07DT1RXKK,0.6818
r0009728,B086JJBF6L,0.3357
r0009729,B01IP3IS0W,0.2884
r0009730,B08T6M827B,0.5475
r0009731,B082W5X2CD,0.2204
r0009732,B008TGSAFE,0.3984
r0009733,B07VBDQY2F,0.8658
r0009734,B0756CZD39,0.6803
r0009735,B07Q43SJLZ,0.5863
r0009736,B01G450IGA,0.728
r0009737,B08BF4BKKM,0.6039
r0009738,BJWX0VQRSR,0.9666
r0009739,B074P4NNS2,0.6837
r0009740,B07Q6K8TZX,0.7828
r0009741,B087462P4V,0.2652
r0009742,B00NEP1VXI,0.388
r0009743,B06XNK7TFV,0.1422
r0009744,B07V1W4597,0.1978
r0009745,B07F3RH7DD,0.4509
r0009746,BHFDPV7LHW,0.98
r0009747,B00XO1RSES,0.719
r0009748,B09GK592BC,0.211
r0009749,B089RXSHQ4,0.4266
r0009750,B07H6Y2GN7,0.7778
r0009751,B00AKKC7KG,0.4661
r0009752,B004CNIQQQ,0.3618
r0009753,B06XR91Q1M,0.6201
r0009754,B01BE18NO8,0.3607
r0009755,BET4RS1OKI,0.969
r0009756,B08R9YW6JD,0.1935
r0009757,B06Y277JSR,0.1636
r0009758,BT5SN732LU,0.9396
r0009759,B000REIM1S,0.2925
r0009760,B07577WHPQ,0.2107
r0009761,B000AP1HXO,0.3722
r0009762,B01A53WTHS,0.6924
r0009763,B09BRHLCJK,0.951
r0009764,B074FST3SZ,0.3011
r0009765,B08ZYMTX18,0.5528
r0009766,B1QK5E9XE6,0.9236
r0009767,B07P5XH4JC,0.8079
r0009768,B01M2AL21J,0.4182
r0009769,B007IAE5WY,0.5982
r0009770,B00XYM94SK,0.526
r0009771,B0BB7J07EM,0.9666
r0009772,B00EKT69A2,0.7496
r0009773,B00TXM6HCQ,0.6322
r0009774,B01F7WA2X0,0.5408
r0009775,B00A0RUGPM,0.2513
r0009776,B07FNH8C5C,0.5518
r0009777,B01D1ST2LU,0.4174
r0009778,B08R5LQ18G,0.1944
r0009779,B00GO4KSRG,0.247
r0009780,B08YN9L66G,0.8935
r0009781,B017WQU1TO,0.1898
r0009782,B00RI0YT9S,0.7191
r0009783,B07S9DLZGT,0.5948
r0009784,B079HF1LRD,0.485
r0009785,B000RJ2X3G,0.3788
r0009786,B09K3874T8,0.1974
r0009787,B00NV6A3P2,0.6069
r0009788,B00KECQ8BY,0.5918
r0009789,B01DX9HUP2,0.6965
r0009790,B08932991S,0.2277
r0009791,B06XV9R8Y1,0.1987
r0009792,B010162276,0.2829
r0009793,BS0HPJZ4UT,0.9975
r0009794,B0794X73F1,0.3454
r0009795,B0070Z7KME,0.4617
r0009796,BBW4IAJBM9,0.9669
r0009797,BJSX9BBPZQ,0.9015
r0009798,B087CPVVHN,0.2154
r0009799,B00RNFREKO,0.1847
r0009800,B0015XMBEY,0.5738
r0009801,B079XRH228,0.6163
r0009802,B01H1I65Y8,0.3606
r0009803,B0891LHCQ7,0.6462
r0009804,B07Y8VFMFQ,0.4492
r0009805,B06XGKB4M8,0.309
r0009806,B086M7FJ8G,0.7325
r0009807,B077RMR2Z6,0.4456
r0009808,B07FF5XCG2,0.7022
r0009809,B00P0BLZFI,0.0767
r0009810,979077530X,0.4035
r0009811,B08GHF58YS,0.6484
r0009812,B08GQ5HWRZ,0.5999
r0009813,B00NXEAGSG,0.3144
r0009814,B07PG18S62,0.3926
r0009815,B00JU5I8E6,0.224
r0009816,B019117NQC,0.2606
r0009817,B019F8CLBI,0.386
r0009818,B09KH86PM5,0.9257
r0009819,B07D3JXLH2,0.3591
r0009820,B000NHZSKC,0.3608
r0009821,B083SCVG16,0.4024
r0009822,B074KY7V39,0.1418
r0009823,B00KJ6IINQ,0.9008
r0009824,B01JFR8IT8,0.3092
r0009825,B015ONIW20,0.2467
r0009826,B00EORBS92,0.3206
r0009827,B07MZ5CVSM,0.6751
r0009828,B074MGP67R,0.1835
r0009829,B097ZRK83Q,0.231
r0009830,B00YR9C3HS,0.4131
r0009831,B08CXS5H7N,0.2935
r0009832,B08RY9Q5ZJ,0.4851
r0009833,B000X1YING,0.212
r0009834,B095VY6RD4,0.3522
r0009835,B07V24CZ9T,0.3207
r0009836,B004RJ0H0I,0.3418
r0009837,B07DMYQBJN,0.4514
r0009838,B00N996X4G,0.4765
r0009839,B01EWQNMUW,0.3142
r0009840,B086YDDCS9,0.4538
r0009841,B0778QG7RC,0.4757
r0009842,B07D9K9LBV,0.248
r0009843,B0182X03RQ,0.1468
r0009844,B00RS7J9NW,0.9867
r0009845,B07DT5FHY4,0.736
r0009846,B07BGF2F15,0.4703
r0009847,BKWZ447AJB,0.9396
r0009848,B00EEN2HCS,0.2677
r0009849,B01M59TMW2,0.6567
r0009850,B012Q9NGE4,0.1271
r0009851,B094VT6TDR,0.4719
r0009852,B00B2FJFXU,0.7628
r0009853,B089KBMST6,0.317
r0009854,B09GGH7NWL,0.5428
r0009855,B00X04M31C,0.5119
r0009856,B07DNP64CP,0.1883
r0009857,B07FC7P3BR,0.196
r0009858,B00VTXSMAW,0.1958
r0009859,B08XWMC536,0.1634
r0009860,B07MBHXMPL,0.5305
r0009861,B09TZXGSX6,0.4941
r0009862,BJBORG6EKH,0.98
r0009863,B07F3MX3W5,0.2124
r0009864,B09QXR4DD8,0.7577
r0009865,B0BGVFKWRV,0.9939
r0009866,B0GYSJR36C,0.9774
r0009867,B000RFDQB8,0.1803
r0009868,B00M0UD2IU,0.2679
r0009869,B00066013E,0.3347
r0009870,B07MJ1B194,0.7227
r0009871,B072K1ZW8L,0.2637
r0009872,B07542N61K,0.5694
r0009873,BA8N22I6UE,0.9396
r0009874,B00R1TAN7I,0.355
r0009875,B00VX17F1W,0.4378
r0009876,B07L4SGB1J,0.2787
r0009877,B00021W1GI,0.6791
r0009878,B07ZK76XZP,0.3197
r0009879,BWKPIRNA4R,0.8876
r0009880,B07K1DRCYR,0.5761
r0009881,B08NJ5T4VY,0.299
r0009882,B089LQ7KLS,0.3505
r0009883,B35NFH5CFU,0.9736
r0009884,B08LZSHQCF,0.311
r0009885,B096M9BH8Z,0.9773
r0009886,B005X5SHJS,0.9008
r0009887,B08T22YYH2,0.5464
r0009888,B0049D3LIM,0.4096
r0009889,B017WEJRU0,0.4587
r0009890,B0B5W61ZPC,0.453
r0009891,BF18WL3N5L,0.9218
r0009892,B00Q970V5W,0.2851
r0009893,B0779NSW7W,0.6894
r0009894,B00ELV29LW,0.7471
r0009895,B7IX48X17B,0.9774
r0009896,BWOSYS1P4U,0.98
r0009897,B9XUGXILEG,0.98
r0009898,B00WRVE0J2,0.1574
r0009899,B01LFRJPDO,0.5342
r0009900,B07SC5HDT1,0.2842
r0009901,B07DPC4BGF,0.173
r0009902,B005X5SHJS,0.7359
r0009903,B08PNSF418,0.5279
r0009904,B01AHID3YE,0.2793
r0009905,B08P1YLBVH,0.776
r0009906,B092SBVYVS,0.1273
r0009907,B01GU60NBS,0.3664
r0009908,B00S00S2R0,0.3279
r0009909,BG3A4DGX8W,0.9777
r0009910,BQ8UVSXAAP,0.959
r0009911,B018IU1KK2,0.3734
r0009912,B088838886,0.6207
r0009913,B0969LT3BM,0.2415
r0009914,B00Z5VI9MK,0.2757
r0009915,B01L2KELJ2,0.3556
r0009916,B08QMK58J6,0.3778
r0009917,B072R56HKG,0.6385
r0009918,B00TSK5NKU,0.2858
r0009919,B00O70NRK4,0.5805
r0009920,B08BKSBPWP,0.185
r0009921,B075H6RN38,0.5283
r0009922,B08L1KHTJ4,0.3775
r0009923,B081K5NZRX,0.5086
r0009924,B07HBBWJLJ,0.7389
r0009925,B0939XP4ZV,0.1994
r0009926,B0837K9W6P,0.3198
r0009927,B01A075W8M,0.1967
r0009928,B004CGBN0Y,0.6844
r0009929,B01M5ENWA1,0.5897
r0009930,B00CBRILZQ,0.2403
r0009931,B0190QE4BK,0.6247
r0009932,B01E45X3K0,0.7707
r0009933,BL57PJY8VO,0.9396
r0009934,B06VTM579K,0.5537
r0009935,B09K4PB93C,0.4073
r0009936,B096NJXCCL,0.4033
r0009937,B07SYBHPQ5,0.4776
r0009938,B0832NVY1C,0.4392
r0009939,B07BFSCF7S,0.7103
r0009940,B074Q2GR3F,0.2367
r0009941,B00OK9PFUM,0.4626
r0009942,B015GDUL2W,0.4882
r0009943,B09D284YRR,0.2939
r0009944,B0179JU2S4,0.9008
r0009945,B071P6V9JQ,0.5424
r0009946,B09J8JLVH9,0.3535
r0009947,B07VMGV3SK,0.3936
r0009948,B00QHB2J2S,0.2567
r0009949,B00KJSAW1K,0.4802
r0009950,BF6NK1TLY4,0.9582
r0009951,B00SGCP90A,0.1656
r0009952,B07MYH435D,0.7204
r0009953,B073XGGM1C,0.5092
r0009954,B07JJSKZVK,0.63
r0009955,B017X2K6R4,0.5693
r0009956,B07PCGYSP8,0.2758
r0009957,B00OQKBNUG,0.1966
r0009958,B08GC329YR,0.5923
r0009959,B07K3X3FWB,0.2737
r0009960,B07NQGZRP5,0.253
r0009961,B0091QY0AA,0.3104
r0009962,B071WPX47S,0.2251
r0009963,B08RSBB422,0.2818
r0009964,B078JFH7QV,0.3657
r0009965,B0042T0HLM,0.4664
r0009966,B06XY9PHM9,0.9077
r0009967,B06XK8Z26Z,0.191
r0009968,B005F11WP6,0.1785
r0009969,BW615WEL9K,0.9582
r0009970,B00JND88A4,0.92
r0009971,B00P2KMQ4G,0.2169
r0009972,B06XYX2MVR,0.4597
r0009973,B01L0GF35Y,0.8561
r0009974,B07ZHYYGQK,0.432
r0009975,B013YM3HCS,0.7532
r0009976,BEEV8BMDW5,0.943
r0009977,B001SPKK7Y,0.3611
r0009978,B0722L7Q3L,0.2483
r0009979,B095PBNC5N,0.3687
r0009980,B07GSPNB3H,0.8401
r0009981,B01DYXQQBQ,0.6134
r0009982,B073RFJCFK,0.8275
r0009983,B00XYM8R4M,0.2416
r0009984,B0176WBILO,0.6008
r0009985,B00VY7J0OU,0.2961
r0009986,B0B3XH3XFN,0.2737
r0009987,B002FRMNOW,0.2904
r0009988,B08WYB66SR,0.3509
r0009989,B07JJSKZVK,0.3575
r0009990,B07V4FWMS2,0.8016
r0009991,B0845SWT19,0.4317
r0009992,B000XQO84A,0.9393
r0009993,B5QC44QGUV,0.9218
r0009994,B010B5ZE4U,0.5125
r0009995,B01DXT1D7I,0.1771
r0009996,B01KI3ZDC8,0.4248
r0009997,B09BQGW14C,0.4414
r0009998,B07CT3NTSG,0.4525
r0009999,B08N5KMKH4,0.2609
r0010000,B014QM0W7I,0.3492
r0010001,B007SYBEBK,0.5215
r0010002,B01AD9F34U,0.6233
r0010003,B07N87XRCN,0.6798
r0010004,B0BFWBKRSG,0.6689
r0010005,BFPIIYN4I1,0.9736
r0010006,B00TT6UP3S,0.1804
r0010007,B01CUYHSXA,0.6247
r0010008,B07T4Y9LWN,0.243
r0010009,B0718XTM9J,0.9223
r0010010,B00AX3YNPC,0.2889
r0010011,B01N9VRVQZ,0.6765
r0010012,B00XQOR3JS,0.3302
r0010013,B01LXQTVNE,0.9218
r0010014,B0093EQX6Y,0.1748
r0010015,B00YVCWUCE,0.3525
r0010016,B00VRTEK6I,0.088
r0010017,B00VF0HO9Y,0.1909
r0010018,B00BPPIR22,0.2545
r0010019,B0778G25S7,0.5495
r0010020,B07GT81YXC,0.3504
r0010021,B00I8PAYTG,0.3608
r0010022,B01F7WA2X0,0.7341
r0010023,B008A12F36,0.7142
r0010024,B01GSS28W0,0.1988
r0010025,B096TGBMRN,0.4284
r0010026,B017JO1TXQ,0.637
r0010027,B08FB3K2Z6,0.0795
r0010028,B08DD1WN3J,0.2315
r0010029,B00NZIXC2M,0.4036
r0010030,B09S3GDJJV,0.5188
r0010031,B071RL2B94,0.5757
r0010032,B01IAI4SAQ,0.3227
r0010033,B00TUPVMSK,0.167
r0010034,B0813XNZM2,0.4669
r0010035,BD4UBRWWX7,0.959
r0010036,B098L7LW58,0.1944
r0010037,B09FG83R7F,0.4555
r0010038,B07CSZBCV8,0.489
r0010039,B0719TCZF7,0.3306
r0010040,B07MX93K3Z,0.0464
r0010041,B06XKZHKP9,0.8178
r0010042,B08357DTX5,0.6667
r0010043,B09712M9P3,0.2672
r0010044,B07G8MHVXQ,0.3272
r0010045,B00VGU5V66,0.274
r0010046,B096M64Q72,0.3227
r0010047,B01COCJBJC,0.8422
r0010048,BRUHIYKZ16,0.9975
r0010049,B01DXN94AC,0.6074
r0010050,B0854C95HW,0.6506
r0010051,B01E16HINK,0.1684
r0010052,B08M95WCZ6,0.4905
r0010053,B005LAWYY4,0.4135
r0010054,BO4DODYALL,0.9008
r0010055,B318Z6EAX7,0.9015
r0010056,B000SWXZN4,0.4025
r0010057,B007IAE5WY,0.4937
r0010058,B01MPYAO28,0.9008
r0010059,B09535555W,0.447
r0010060,B071ZRZTKG,0.3285
r0010061,B014N7WPQW,0.2839
r0010062,B09B92W9T4,0.3269
r0010063,B08L4KHG2V,0.3581
r0010064,B0842YQLJW,0.345
r0010065,B09B9VR2RK,0.4136
r0010066,B093HZ6KTD,0.4906
r0010067,B06XP1DC65,0.203
r0010068,B06XYSBRR3,0.4742
r0010069,B08QKXY1KN,0.4772
r0010070,B000FEF1V4,0.4243
r0010071,B0092MCQZ4,0.2348
r0010072,B07SQ9FXF3,0.4397
r0010073,B0113GT5Q4,0.1527
r0010074,B0070Z7KME,0.284
r0010075,B09C89LW1V,0.9502
r0010076,B01ETVTAU6,0.249
r0010077,B00PSPC6M2,0.5407
r0010078,BB4D1QHYUK,0.9669
r0010079,B01BTRLUV0,0.4426
r0010080,B00PST5LDY,0.1904
r0010081,BWU2BUGFK4,0.951
r0010082,BO3ABOZNJ1,0.9669
r0010083,B08HV571LB,0.5155
r0010084,B07SZS85DG,0.2934
r0010085,B00EEN2HCS,0.3635
r0010086,B08R8YGQX1,0.1756
r0010087,B08KLD4SVT,0.4517
r0010088,B083DJH6D7,0.6428
r0010089,B004KEJ8NW,0.5056
r0010090,B00OQSO90E,0.4136
r0010091,B08RCWTZ9M,0.2297
r0010092,B082ZZTB1P,0.4748
r0010093,B08KXKWRMD,0.6685
r0010094,B013SHJBHY,0.5804
r0010095,B010813L3I,0.1882
r0010096,B00JVRSTUG,0.4776
r0010097,B01GW10W4E,0.6078
r0010098,B071Z427FB,0.8366
r0010099,B078WZGPDB,0.1865
r0010100,B07DP6WT8R,0.5844
r0010101,B07C533XCW,0.4341
r0010102,B083W38T38,0.3465
r0010103,B01LFO6IZK,0.1529
r0010104,B01A7ZCE1K,0.9945
r0010105,B010VRPD08,0.4165
r0010106,B08P26G4DM,0.2144
r0010107,B094D11PB5,0.3804
r0010108,B06XCVHNVX,0.3368
r0010109,B01NB1ZBA1,0.5109
r0010110,B000FEGUIW,0.7266
r0010111,B01M1IEADO,0.2643
r0010112,B00PHQ1S2Q,0.3919
r0010113,BEQ5ZPENZA,0.9777
r0010114,B0763SWH4M,0.2786
r0010115,B01IAEKSU4,0.7689
r0010116,B0008F6QGO,0.5338
r0010117,B089LN7X8Y,0.4383
r0010118,B07JBCXFPL,0.1794
r0010119,B0088YU442,0.217
r0010120,B094K4XZBX,0.3106
r0010121,B073P3XY49,0.4746
r0010122,B08WHSSFLK,0.2976
r0010123,B0912BNP4J,0.4305
r0010124,BM9K1ECTYF,0.9008
r0010125,B015N6H4HC,0.1718
r0010126,B01KI73NZI,0.4672
r0010127,B0149YNDP6,0.1627
r0010128,B00NQ2CCOQ,0.3128
r0010129,B000050FDE,0.1751
r0010130,B088838886,0.0598
r0010131,B01H54UGU2,0.6399
r0010132,B07VMRQHV5,0.2542
r0010133,B00EEN2HCS,0.2256
r0010134,BCM5QBS3SG,0.959
r0010135,B01HRRJCUM,0.3565
r0010136,B08HMXF1QY,0.1909
r0010137,B07XLGL9LR,0.5331
r0010138,B08XK23JRZ,0.2194
r0010139,B01MDTVZTZ,0.7069
r0010140,B076ZB548H,0.4124
r0010141,B0NWMF6AZC,0.959
r0010142,B0851QJPZY,0.2244
r0010143,B000NHZSKC,0.7824
r0010144,B08MKL88ZX,0.268
r0010145,B088PKLGJ7,0.3585
r0010146,B003BT007K,0.2668
r0010147,B00TWZ8XO4,0.2607
r0010148,B07G4DPQG8,0.6503
r0010149,B016J46RTI,0.5526
r0010150,B00LGBCISO,0.5712
r0010151,B08TBM5N6T,0.933
r0010152,B08QKXY1KN,0.251
r0010153,B0878ZRX38,0.2438
r0010154,B00IWRL1YM,0.2191
r0010155,B01HOOVC92,0.3958
r0010156,B08DJ24295,0.2484
r0010157,B01MSHC70L,0.5516
r0010158,B076HSL73F,0.3928
r0010159,B0117Y7U9G,0.4544
r0010160,B07FMKSWBB,0.2479
r0010161,B00TP79D7A,0.2663
r0010162,B07KDNK11M,0.4697
r0010163,B08GPKVV9V,0.1599
r0010164,B07FX94GYX,0.2262
r0010165,B07YJKCNGM,0.3651
r0010166,B07GJ88YVK,0.1089
r0010167,B00KHKVYUS,0.716
r0010168,B015GJJXZC,0.7764
r0010169,B0BF9TRWV1,0.6778
r0010170,B08RY6S25W,0.2241
r0010171,B08C9SBP3S,0.6302
r0010172,B097CGTNJY,0.5545
r0010173,B00RPJZMUM,0.5926
r0010174,B082HBSD2Q,0.1425
r0010175,B00YAFS3F0,0.3304
r0010176,B081T859ZD,0.266
r0010177,B08BRBS9QH,0.6515
r0010178,B078YCFZDB,0.1916
r0010179,B0B8D688SH,0.2738
r0010180,B0995SGNV5,0.2427
r0010181,B06XPC1Z5D,0.6127
r0010182,B45B6MR1FP,0.959
r0010183,B08P7L116R,0.2842
r0010184,B00PB7HX3E,0.5848
r0010185,B07CZ5DD26,0.4988
r0010186,BPWA8R88PK,0.9777
r0010187,B07WTZS8Q9,0.2456
r0010188,B076Z7K7ML,0.4233
r0010189,B092789Q1Y,0.5703
r0010190,B08JLRLLYY,0.4947
r0010191,B08M5GSHMJ,0.2663
r0010192,B07ZJKVVLW,0.8105
r0010193,B0041M1YGC,0.5036
r0010194,B007T2MVFY,0.7637
r0010195,B075WF94X4,0.5467
r0010196,B01LCXJG26,0.1291
r0010197,B00KLD1R3K,0.3682
r0010198,B07Z93JR1M,0.5122
r0010199,BG1G3TSRI2,0.8876
r0010200,B086VYKNDF,0.4496
r0010201,B00BG8WQ48,0.4971
r0010202,B0719CXFHG,0.4521
r0010203,B07WHFKPPB,0.1589
r0010204,B00CCZFVBE,0.5513
r0010205,B08P7CD3HK,0.403
r0010206,B1LLS9S26G,0.9777
r0010207,B081D3VP2N,0.4245
r0010208,B07CZBVBHC,0.3754
r0010209,B08BNBWTXP,0.3926
r0010210,B07MLVPH9X,0.4024
r0010211,B0BGN62HJN,0.7595
r0010212,B085TBXF1Z,0.2685
r0010213,B018IVSK90,0.2185
r0010214,B07KZQDM8Y,0.4245
r0010215,BRDVNOE3QH,0.9629
r0010216,B088C39VKH,0.5102
r0010217,B087G54FLM,0.2167
r0010218,B07K8BY9J2,0.5893
r0010219,B08SLRFZ1N,0.2899
r0010220,B08BF4BKKM,0.405
r0010221,B01195J43I,0.5414
r0010222,B08DK2XWB2,0.2672
r0010223,B089LN7X8Y,0.244
r0010224,B071V51K7V,0.55
r0010225,B07Y8JYD9X,0.3996
r0010226,B08N65CXQ5,0.4706
r0010227,B000LLYFUE,0.4936
r0010228,B01MZDLYG7,0.9008
r0010229,BFDPNDFWAK,0.9774
r0010230,B08HLXVJXB,0.3352
r0010231,B07H6YGKVJ,0.3214
r0010232,B00VX17F1W,0.6766
r0010233,B007IAE5WY,0.1818
r0010234,BWGK1SU62Z,0.959
r0010235,B01EIRWY2M,0.2217
r0010236,B07GZJ7B7K,0.726
r0010237,B017FHFARS,0.2447
r0010238,BJSJANQMB9,0.8143
r0010239,B09164F541,0.1202
r0010240,B089LZLYCN,0.3619
r0010241,B089RLLT5C,0.5742
r0010242,B083H7G738,0.6059
r0010243,B07HKNYDKD,0.2323
r0010244,B005BZQHEC,0.2697
r0010245,B07CNNPRJ5,0.4519
r0010246,BQATH5XWFA,0.9582
r0010247,B01N092IQR,0.6908
r0010248,B07ZVH5HX4,0.2612
r0010249,B004UTSRNY,0.7615
r0010250,B01IAEG61Y,0.3176
r0010251,BZPP2H0NOW,0.8594
r0010252,B007XVU91E,0.2494
r0010253,B07GJF11QL,0.3346
r0010254,B08PD1BVLZ,0.1302
r0010255,B07FV731Q6,0.2022
r0010256,B08XV2MK59,0.2691
r0010257,B01CI2IQJO,0.4683
r0010258,B07XP7L6XC,0.2265
r0010259,B0BV31FS1W,0.3673
r0010260,B0754MLZJP,0.2427
r0010261,B01F9AWHME,0.1252
r0010262,BV35CC4L8R,0.9653
r0010263,B07YFWS1Y3,0.7417
r0010264,B09WSVFSGJ,0.1589
r0010265,B017JSZKGY,0.7188
r0010266,BMM8CJYVUV,0.9629
r0010267,B082VYX7G8,0.4001
r0010268,B07453VRN8,0.1748
r0010269,B01G1F7HAS,0.4928
r0010270,B01MS42UC5,0.3683
r0010271,B000G8LWZI,0.388
r0010272,B01N3JPJKM,0.4934
r0010273,B00KCW6HQM,0.3418
r0010274,B07YB5FWST,0.1527
r0010275,B097SRPR7P,0.5714
r0010276,B07FKGGLCW,0.3602
r0010277,BPX6NUNXO6,0.98
r0010278,B07MD79GK8,0.2769
r0010279,B08DHT818J,0.1798
r0010280,B08DQ6CHTW,0.2895
r0010281,B071P6V9JQ,0.5093
r0010282,B014QJY7DQ,0.5615
r0010283,B09H7599MT,0.684
r0010284,B07T9FQK4G,0.8
r0010285,B08R5LQ18G,0.3549
r0010286,B000AMPICS,0.6636
r0010287,B08QZ1HYMN,0.659
r0010288,B09LBK3TNZ,0.3472
r0010289,BU2KOI6WRL,0.98
r0010290,B09KYJTY3K,0.2559
